Total running time: 35620.84629
         18576279993 function calls (18576029687 primitive calls) in 35620.978 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       49    0.000    0.000    0.000    0.000 sre_parse.py:135(__setitem__)
        4    0.000    0.000    0.000    0.000 six.py:86(__get__)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        1    0.000    0.000    0.000    0.000 _pycplex.py:1651(CPXCHANNELptrPtr)
        1    0.000    0.000    0.000    0.000 {cplex._internal.py27_cplex1270.intPtr_swigregister}
        1    0.000    0.000    0.000    0.000 string.py:248(strip)
        4    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        1    0.000    0.000    0.000    0.000 _pycplex.py:1627(CPXENVptrPtr)
        9    0.000    0.000    0.000    0.000 sre_parse.py:179(__init__)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:345(VariablesInterface)
        1    0.000    0.000    0.001    0.001 _subinterfaces.py:7565(getx)
        1    0.000    0.000    0.000    0.000 six.py:178(__get_module)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:1217(LinearConstraintInterface)
        1    0.000    0.000    0.000    0.000 posixpath.py:127(dirname)
        1    0.000    0.000    0.000    0.000 {cplex._internal.py27_cplex1270.CPXLPptrPtr_swigregister}
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:2994(SOSInterface)
        1    0.000    0.000    0.000    0.000 {cplex._internal.py27_cplex1270.cpxlongPtr_swigregister}
        1    0.000    0.000    0.000    0.000 oddstablesetmip_1.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _anno.py:344(DoubleAnnotationInterface)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:4260(ProgressInterface)
        1    0.000    0.000    0.000    0.000 {cplex._internal.py27_cplex1270.cpxdeserializer_swigregister}
        1    0.000    0.000    0.000    0.000 callbacks.py:408(MIPInfoCallback)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:988(AdvancedLinearConstraintInterface)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:4613(CutType)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:1960(IndicatorConstraintInterface)
        1    0.000    0.000    0.000    0.000 {cplex._internal.py27_cplex1270.CPXENVptrPtr_swigregister}
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:2455(QuadraticConstraintInterface)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:6265(SolnPoolInterface)
        1    0.000    0.000    0.000    0.000 _pycplex.py:1459(cb_struct)
        1    0.000    0.000    0.000    0.000 callbacks.py:1573(SolveCallback)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:110(BaseInterface)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:4847(BasisInterface)
        1    0.000    0.000    0.000    0.000 _pycplex.py:1723(longArray)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        7    0.000    0.000    0.000    0.000 _matrices.py:65(isvalid)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:8132(PresolveInterface)
        1    0.000    0.000    0.000    0.000 callbacks.py:674(ControlCallback)
        1    0.000    0.000    0.000    0.000 _procedural.py:158(__init__)
        1    0.000    0.000    0.001    0.001 _subinterfaces.py:7532(get_values)
        1    0.000    0.000    0.000    0.000 six.py:184(load_module)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:8785(ConflictInterface)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:311(VarTypes)
        1    0.000    0.000    0.000    0.000 random.py:649(WichmannHill)
        1    0.000    0.000    0.000    0.000 {cplex._internal.py27_cplex1270.intArray_swigregister}
        9    0.000    0.000    0.000    0.000 sre_parse.py:68(__init__)
       40    0.000    0.000    0.000    0.000 sre_compile.py:25(_identityfunction)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:7115(SolutionMethod)
        1    0.000    0.000    0.000    0.000 _pycplex.py:1603(CPXLPptrPtr)
        9    0.000    0.000    0.005    0.001 re.py:188(compile)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:885(v_agg_constants)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:9177(AdvancedCplexInterface)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:3336(MIPStartsInterface)
        1    0.000    0.000    0.000    0.000 {cplex._internal.py27_cplex1270.doubleArray_swigregister}
        1    0.000    0.000    0.000    0.000 {cplex._internal.py27_cplex1270.cpxserializer_swigregister}
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:8048(PresolveMethod)
        1    0.000    0.000    0.000    0.000 callbacks.py:1394(method)
        1    0.000    0.000    0.000    0.000 _matrices.py:21(SparsePair)
        1    0.000    0.000    0.000    0.000 callbacks.py:1317(UserCutCallback)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:5171(SolnPoolFilterInterface)
        8    0.000    0.000    0.000    0.000 six.py:70(_add_doc)
        1    0.000    0.000    0.000    0.000 _pycplex.py:1579(doublePtr)
        1    0.000    0.000    0.000    0.000 callbacks.py:1387(HSCallback)
        4    0.000    0.000    0.000    0.000 six.py:75(_import_module)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:3846(ObjectiveInterface)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:8474(FeasoptConstraintType)
        1    0.000    0.000    0.000    0.000 __init__.py:41(ProblemType)
        1    0.000    0.000    0.000    0.000 timeit.py:105(Timer)
        1    0.000    0.000    0.000    0.000 callbacks.py:1711(IncumbentCallback)
        1    0.000    0.000    0.000    0.000 _pycplex.py:1699(doubleArray)
        1    0.000    0.000    0.000    0.000 callbacks.py:1015(BranchCallback)
        4    0.000    0.000    0.000    0.000 handle_to_teeth7.py:107(<genexpr>)
        1    0.000    0.000    0.000    0.000 {cplex._internal.py27_cplex1270.doublePtr_swigregister}
        1    0.000    0.000    0.000    0.000 _pycplex.py:1675(intArray)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1169(prered_constants)
        1    0.000    0.000    0.000    0.000 callbacks.py:1909(NodeCallback)
        4    0.000    0.000    0.000    0.000 {__import__}
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1015(mip_display_constants)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:166(ParameterGroup)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1377(sift_alg_constants)
        5    0.000    0.000    0.000    0.000 six.py:170(_get_module)
        1    0.000    0.000    0.000    0.000 {cplex._internal.py27_cplex1270.CPXCHANNELptrPtr_swigregister}
        4    0.000    0.000    0.000    0.000 {delattr}
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1458(tune_display_constants)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:4692(MIPSolutionInterface)
        1    0.000    0.000    0.000    0.000 _matrices.py:154(SparseTriple)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1726(datacheck_constants)
        1    0.000    0.000    0.000    0.000 callbacks.py:618(MIPCallback)
        1    0.000    0.000    0.000    0.000 _ostream.py:21(OutputStream)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:148(IndexedInterface)
        1    0.000    0.000    0.000    0.000 _anno.py:19(AnnotationObjectType)
        1    0.000    0.000    0.000    0.000 six.py:436(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:3303(EffortLevel)
        4    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {sum}
        1    0.000    0.000    0.000    0.000 callbacks.py:1206(LazyConstraintCallback)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:238(RootParameterGroup)
        1    0.000    0.000    0.000    0.000 _anno.py:76(LongAnnotationInterface)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:758(dive_constants)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:4819(BasisVarStatus)
        1    0.000    0.000    0.040    0.040 platform.py:1303(system)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:91(__init__)
        1    0.000    0.000    0.000    0.000 _matrices.py:166(__init__)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:28(Parameter)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1700(rampup_duration_constants)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:28(Histogram)
        1    0.000    0.000    0.000    0.000 callbacks.py:424(cut_type)
        1    0.000    0.000    0.000    0.000 callbacks.py:143(Callback)
        1    0.000    0.000    0.000    0.000 platform.py:365(_popen)
        1    0.000    0.000    0.000    0.000 callbacks.py:415(quality_metric)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:558(mip_emph_constants)
        3    0.000    0.000    0.000    0.000 six.py:150(_resolve)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1082(dual_pricing_constants)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:633(subalg_constants)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 callbacks.py:289(ContinuousCallback)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:8505(FeasoptInterface)
        1    0.000    0.000    0.000    0.000 _matrices.py:204(isvalid)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1047(conflict_algorithm_constants)
        9    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 random.py:799(SystemRandom)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:691(alg_constants)
        1    0.000    0.000    0.000    0.000 six.py:155(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 callbacks.py:679(feasibility_status)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1608(qp_alg_constants)
        1    0.000    0.000    0.000    0.000 _pwl.py:18(PWLConstraintInterface)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:6659(AdvancedSolutionInterface)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:506(writelevel_constants)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:665(nodesel_constants)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1114(primal_pricing_constants)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:8107(PresolveRowStatus)
        1    0.000    0.000    0.000    0.000 six.py:162(__init__)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:205(TuningConstants)
        1    0.000    0.000    0.000    0.000 cProfile.py:66(Profile)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:3825(ObjSense)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:8076(PresolveColStatus)
        1    0.000    0.000    0.000    0.000 callbacks.py:1023(branch_type)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:9155(PivotVarStatus)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1406(feasopt_mode_constants)
        1    0.000    0.000    0.000    0.000 callbacks.py:1735(solution_source)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:8751(ConflictConstraintType)
        1    0.000    0.000    0.000    0.000 _procedural.py:153(StatusChecker)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:201(AdvancedVariablesInterface)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1749(benders_strategy_constants)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:726(varsel_constants)
        1    0.000    0.000    0.000    0.000 callbacks.py:373(CrossoverCallback)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:5000(SensitivityInterface)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:859(presolve_constants)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:4455(InfeasibilityInterface)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:587(brdir_constants)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1559(bar_start_alg_constants)
        1    0.000    0.000    0.000    0.000 callbacks.py:1327(use_cut)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:5729(QualityMetrics)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:7386(SolutionType)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:145(StrParameter)
        1    0.000    0.000    0.000    0.000 six.py:105(_resolve)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:989(ordertype_constants)
        1    0.000    0.000    0.000    0.000 errors.py:20(CplexSolverError)
        1    0.000    0.000    0.000    0.000 callbacks.py:2038(PresolveCallback)
        1    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1484(bar_order_constants)
        1    0.000    0.000    0.000    0.000 callbacks.py:1167(CutCallback)
        1    0.000    0.000    0.000    0.000 callbacks.py:1232(use_constraint)
        1    0.000    0.000    0.000    0.000 _anno.py:53(AnnotationInterface)
        1    0.000    0.000    0.000    0.000 _procedural.py:159(NoOp)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1354(qcpduals_constants)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1660(clocktype_constants)
        6    0.000    0.000    0.000    0.000 {globals}
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1438(measure_constants)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:9378(InitialInterface)
        1    0.000    0.000    0.000    0.000 six.py:130(MovedAttribute)
        1    0.000    0.000    0.000    0.000 six.py:299(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 errors.py:33(WrongNumberOfArgumentsError)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:535(scale_constants)
        1    0.000    0.000    0.000    0.000 _matrices.py:98(_HBMatrix)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:8023(PresolveStatus)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:8726(ConflictStatus)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:940(agg_constants)
        1    0.000    0.000    0.000    0.000 __init__.py:65(Stats)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:966(replace_constants)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1533(bar_alg_constants)
        1    0.000    0.000    0.000    0.000 callbacks.py:269(OptimizationCallback)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1319(sym_constants)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:189(AdvancedInterface)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1218(dependency_constants)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:2969(SOSType)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:483(auto_off_on_constants)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:9301(BranchDirection)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1290(repeatpre_constants)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1684(optimalitytarget_constants)
        1    0.000    0.000    0.000    0.000 _aux_functions.py:154(_group)
        1    0.000    0.000    0.000    0.000 six.py:331(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 {filter}
        1    0.000    0.000    0.000    0.000 six.py:94(MovedModule)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:463(off_on_constants)
        1    0.000    0.000    0.000    0.000 six.py:218(_MovedItems)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:9325(OrderInterface)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1637(advance_constants)
        1    0.000    0.000    0.000    0.000 _subinterfaces.py:5149(FilterType)
        1    0.000    0.000    0.000    0.000 six.py:115(_LazyModule)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:810(fpheur_constants)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:610(search_constants)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1507(crossover_constants)
        1    0.000    0.000    0.000    0.000 callbacks.py:1459(HeuristicCallback)
        1    0.000    0.000    0.000    0.000 six.py:515(Iterator)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1195(coeffreduce_constants)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1247(dual_constants)
        1    0.000    0.000    0.000    0.000 six.py:56(X)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1585(par_constants)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
        1    0.000    0.000    0.000    0.000 callbacks.py:341(SimplexCallback)
        1    0.000    0.000    0.000    0.000 six.py:81(_LazyDescr)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:836(miqcp_constants)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1672(solutiontype_constants)
        1    0.000    0.000    0.000    0.000 callbacks.py:2068(TuningCallback)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1270(linear_constants)
        1    0.000    0.000    0.000    0.000 six.py:419(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:914(kappastats_constants)
        1    0.000    0.000    0.000    0.000 callbacks.py:355(BarrierCallback)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:1146(display_constants)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 six.py:57(__len__)
        1    0.000    0.000    0.000    0.000 errors.py:15(CplexError)
        1    0.000    0.000    0.000    0.000 six.py:399(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:350(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 {math.sqrt}
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 errors.py:42(ErrorChannelMessage)
        1    0.000    0.000    0.000    0.000 _parameter_classes.py:784(file_constants)
